Pathway	Gene	Input
Alzheimer disease	COX7C	1
Alzheimer disease	COX8C	1
Alzheimer disease	COX8A	1
Alzheimer disease	ATP5F1A	1
Alzheimer disease	ATP5F1B	1
Alzheimer disease	ATP5F1C	1
Alzheimer disease	ATP5F1D	1
Alzheimer disease	ATP5F1E	1
Alzheimer disease	ATP6	1
Alzheimer disease	ATP5PB	1
Alzheimer disease	ATP5MC1	1
Alzheimer disease	ATP5MC2	1
Alzheimer disease	ATP5MC3	1
Alzheimer disease	ATP5PD	1
Alzheimer disease	ATP5PO	1
Alzheimer disease	ATP5PF	1
Alzheimer disease	ATP8	1
Alzheimer disease	HSD17B10	1
Alzheimer disease	PPID	1
Alzheimer disease	VDAC1	1
Alzheimer disease	VDAC2	1
Alzheimer disease	VDAC3	1
Alzheimer disease	SLC25A4	1
Alzheimer disease	SLC25A5	1
Alzheimer disease	SLC25A6	1
Alzheimer disease	SLC25A31	1
Alzheimer disease	PPIF	1
Alzheimer disease	LPL	1
Alzheimer disease	APOE	1
Alzheimer disease	LRP1	1
Alzheimer disease	FAS	1
Alzheimer disease	TNFRSF1A	1
Alzheimer disease	FADD	1
Alzheimer disease	CASP8	1
Alzheimer disease	BID	1
Alzheimer disease	CALML3	1
Alzheimer disease	CALM2	1
Alzheimer disease	CALM3	1
Alzheimer disease	CALM1	1
Alzheimer disease	CALML6	1
Alzheimer disease	CALML5	1
Alzheimer disease	CALML4	1
Alzheimer disease	PPP3CA	1
Alzheimer disease	PPP3CB	1
Alzheimer disease	PPP3CC	1
Alzheimer disease	PPP3R1	1
Alzheimer disease	PPP3R2	1
Alzheimer disease	BAD	1
Alzheimer disease	CYCS	1
Alzheimer disease	APAF1	1
Alzheimer disease	CASP9	1
Alzheimer disease	CASP3	1
Alzheimer disease	CHRM1	1
Alzheimer disease	CHRM3	1
Alzheimer disease	CHRM5	1
Alzheimer disease	GRM5	1
Alzheimer disease	GNAQ	1
Alzheimer disease	PLCB1	1
Alzheimer disease	PLCB2	1
Alzheimer disease	PLCB3	1
Alzheimer disease	PLCB4	1
Alzheimer disease	GRIN1	1
Alzheimer disease	GRIN2A	1
Alzheimer disease	GRIN2B	1
Alzheimer disease	GRIN2C	1
Alzheimer disease	GRIN2D	1
Alzheimer disease	CACNA1C	1
Alzheimer disease	CACNA1D	1
Alzheimer disease	CACNA1F	1
Alzheimer disease	CACNA1S	1
Alzheimer disease	CHRNA7	1
Alzheimer disease	MCU	1
Alzheimer disease	MAPK1	1
Alzheimer disease	MAPK3	1
Alzheimer disease	RYR3	1
Alzheimer disease	ITPR1	1
Alzheimer disease	ITPR2	1
Alzheimer disease	ITPR3	1
Alzheimer disease	ATP2A1	1
Alzheimer disease	ATP2A3	1
Alzheimer disease	ATP2A2	1
Alzheimer disease	ATF6	1
Alzheimer disease	XBP1	1
Alzheimer disease	DDIT3	1
Alzheimer disease	ERN1	1
Alzheimer disease	EIF2AK3	1
Alzheimer disease	TRAF2	1
Alzheimer disease	MAP3K5	1
Alzheimer disease	MAP2K7	1
Alzheimer disease	MAPK8	1
Alzheimer disease	MAPK10	1
Alzheimer disease	MAPK9	1
Alzheimer disease	EIF2S1	1
Alzheimer disease	ATF4	1
Alzheimer disease	PSMA6	1
Alzheimer disease	PSMA2	1
Alzheimer disease	PSMA4	1
Alzheimer disease	PSMA7	1
Alzheimer disease	PSMA8	1
Alzheimer disease	PSMA5	1
Alzheimer disease	PSMA1	1
Alzheimer disease	PSMA3	1
Alzheimer disease	PSMB6	1
Alzheimer disease	PSMB7	1
Alzheimer disease	PSMB3	1
Alzheimer disease	PSMB2	1
Alzheimer disease	PSMB5	1
Alzheimer disease	PSMB1	1
Alzheimer disease	PSMB4	1
Alzheimer disease	PSMC2	1
Alzheimer disease	PSMC1	1
Alzheimer disease	PSMC4	1
Alzheimer disease	PSMC6	1
Alzheimer disease	PSMC3	1
Alzheimer disease	PSMC5	1
Alzheimer disease	PSMD2	1
Alzheimer disease	PSMD1	1
Alzheimer disease	PSMD3	1
Alzheimer disease	PSMD9	1
Alzheimer disease	PSMD12	1
Alzheimer disease	PSMD11	1
Alzheimer disease	PSMD6	1
Alzheimer disease	PSMD7	1
Alzheimer disease	PSMD13	1
Alzheimer disease	PSMD4	1
Alzheimer disease	PSMD14	1
Alzheimer disease	PSMD8	1
Alzheimer disease	ADRM1	1
Alzheimer disease	SEM1	1
Alzheimer disease	CASP12	1
Alzheimer disease	NOS1	1
Alzheimer disease	CAPN1	1
Alzheimer disease	CAPN2	1
Alzheimer disease	CDK5R1	1
Alzheimer disease	CDK5	1
Alzheimer disease	GSK3B	1
Alzheimer disease	CASP7	1
Alzheimer disease	DKK1	1
Alzheimer disease	DKK2	1
Alzheimer disease	DKK4	1
Alzheimer disease	WNT1	1
Alzheimer disease	WNT2	1
Alzheimer disease	WNT2B	1
Alzheimer disease	WNT3	1
Alzheimer disease	WNT3A	1
Alzheimer disease	WNT4	1
Alzheimer disease	WNT5A	1
Alzheimer disease	WNT5B	1
Alzheimer disease	WNT6	1
Alzheimer disease	WNT7A	1
Alzheimer disease	WNT7B	1
Alzheimer disease	WNT8A	1
Alzheimer disease	WNT8B	1
Alzheimer disease	WNT9A	1
Alzheimer disease	WNT9B	1
Alzheimer disease	WNT10B	1
Alzheimer disease	WNT10A	1
Alzheimer disease	WNT11	1
Alzheimer disease	WNT16	1
Alzheimer disease	FZD1	1
Alzheimer disease	FZD7	1
Alzheimer disease	FZD2	1
Alzheimer disease	FZD3	1
Alzheimer disease	FZD4	1
Alzheimer disease	FZD5	1
Alzheimer disease	FZD8	1
Alzheimer disease	FZD6	1
Alzheimer disease	FZD10	1
Alzheimer disease	FZD9	1
Alzheimer disease	LRP5	1
Alzheimer disease	LRP6	1
Alzheimer disease	CSNK1E	1
Alzheimer disease	TPTEP2-CSNK1E	1
Alzheimer disease	DVL3	1
Alzheimer disease	DVL2	1
Alzheimer disease	DVL1	1
Alzheimer disease	FRAT1	1
Alzheimer disease	FRAT2	1
Alzheimer disease	CSNK2A1	1
Alzheimer disease	CSNK2A2	1
Alzheimer disease	CSNK2A3	1
Alzheimer disease	CSNK2B	1
Alzheimer disease	AXIN1	1
Alzheimer disease	AXIN2	1
Alzheimer disease	APC	1
Alzheimer disease	APC2	1
Alzheimer disease	CTNNB1	1
Alzheimer disease	CSNK1A1L	1
Alzheimer disease	CSNK1A1	1
Alzheimer disease	KIF5A	1
Alzheimer disease	KIF5B	1
Alzheimer disease	KIF5C	1
Alzheimer disease	KLC3	1
Alzheimer disease	KLC1	1
Alzheimer disease	KLC2	1
Alzheimer disease	KLC4	1
Alzheimer disease	TUBA1B	1
Alzheimer disease	TUBA4A	1
Alzheimer disease	TUBA3C	1
Alzheimer disease	TUBA1A	1
Alzheimer disease	TUBA1C	1
Alzheimer disease	TUBA8	1
Alzheimer disease	TUBA3E	1
Alzheimer disease	TUBA3D	1
Alzheimer disease	TUBAL3	1
Alzheimer disease	TUBB6	1
Alzheimer disease	TUBB	1
Alzheimer disease	TUBB1	1
Alzheimer disease	TUBB2A	1
Alzheimer disease	TUBB3	1
Alzheimer disease	TUBB4A	1
Alzheimer disease	TUBB8	1
Alzheimer disease	TUBB2B	1
Alzheimer disease	TUBB4B	1
Alzheimer disease	AGER	1
Alzheimer disease	HRAS	1
Alzheimer disease	KRAS	1
Alzheimer disease	NRAS	1
Alzheimer disease	ARAF	1
Alzheimer disease	BRAF	1
Alzheimer disease	RAF1	1
Alzheimer disease	MAP2K1	1
Alzheimer disease	MAP2K2	1
Alzheimer disease	NOX1	1
Alzheimer disease	CYBB	1
Alzheimer disease	NOX4	1
Alzheimer disease	RELA	1
Alzheimer disease	NFKB1	1
Alzheimer disease	NOS2	1
Alzheimer disease	PTGS2	1
Alzheimer disease	TNF	1
Alzheimer disease	IL6	1
Alzheimer disease	IL1A	1
Alzheimer disease	IL1B	1
Alzheimer disease	CSF1	1
Alzheimer disease	SNCA	1
Alzheimer disease	EIF2AK2	1
Alzheimer disease	IKBKB	1
Alzheimer disease	CHUK	1
Alzheimer disease	GPR83	1
Alzheimer disease	INS	1
Alzheimer disease	INSR	1
Alzheimer disease	IRS1	1
Alzheimer disease	IRS2	1
Alzheimer disease	IRS4	1
Alzheimer disease	PIK3R1	1
Alzheimer disease	PIK3R2	1
Alzheimer disease	PIK3R3	1
Alzheimer disease	PIK3CA	1
Alzheimer disease	PIK3CD	1
Alzheimer disease	PIK3CB	1
Alzheimer disease	AKT1	1
Alzheimer disease	AKT2	1
Alzheimer disease	AKT3	1
Alzheimer disease	MTOR	1
Alzheimer disease	ULK1	1
Alzheimer disease	ULK2	1
Alzheimer disease	ATG101	1
Alzheimer disease	ATG13	1
Alzheimer disease	RB1CC1	1
Alzheimer disease	AMBRA1	1
Alzheimer disease	BECN1	1
Alzheimer disease	BECN2	1
Alzheimer disease	PIK3R4	1
Alzheimer disease	ATG14	1
Alzheimer disease	NRBF2	1
Alzheimer disease	PIK3C3	1
Alzheimer disease	ATG2A	1
Alzheimer disease	ATG2B	1
Alzheimer disease	WIPI2	1
Alzheimer disease	WIPI1	1
Parkinson disease	ADORA2A	1
Parkinson disease	GNAL	1
Parkinson disease	GNAS	1
Parkinson disease	DRD2	1
Parkinson disease	GNAI1	1
Parkinson disease	GNAI3	1
Parkinson disease	GNAI2	1
Parkinson disease	ADCY5	1
Parkinson disease	PRKACA	1
Parkinson disease	PRKACB	1
Parkinson disease	PRKACG	1
Parkinson disease	DRD1	1
Parkinson disease	UBA1	1
Parkinson disease	UBA7	1
Parkinson disease	UBA52	1
Parkinson disease	RPS27A	1
Parkinson disease	UBB	1
Parkinson disease	UBC	1
Parkinson disease	UBE2L3	1
Parkinson disease	UBE2L6	1
Parkinson disease	UBE2J2	1
Parkinson disease	UBE2J1	1
Parkinson disease	UBE2G2	1
Parkinson disease	UBE2G1	1
Parkinson disease	PRKN	1
Parkinson disease	SNCA	1
Parkinson disease	GPR37	1
Parkinson disease	SEPTIN5	1
Parkinson disease	SNCAIP	1
Parkinson disease	PSMA6	1
Parkinson disease	PSMA2	1
Parkinson disease	PSMA4	1
Parkinson disease	PSMA7	1
Parkinson disease	PSMA8	1
Parkinson disease	PSMA5	1
Parkinson disease	PSMA1	1
Parkinson disease	PSMA3	1
Parkinson disease	PSMB6	1
Parkinson disease	PSMB7	1
Parkinson disease	PSMB3	1
Parkinson disease	PSMB2	1
Parkinson disease	PSMB5	1
Parkinson disease	PSMB1	1
Parkinson disease	PSMB4	1
Parkinson disease	PSMC2	1
Parkinson disease	PSMC1	1
Parkinson disease	PSMC4	1
Parkinson disease	PSMC6	1
Parkinson disease	PSMC3	1
Parkinson disease	PSMC5	1
Parkinson disease	PSMD2	1
Parkinson disease	PSMD1	1
Parkinson disease	PSMD3	1
Parkinson disease	PSMD9	1
Parkinson disease	PSMD12	1
Parkinson disease	PSMD11	1
Parkinson disease	PSMD6	1
Parkinson disease	PSMD7	1
Parkinson disease	PSMD13	1
Parkinson disease	PSMD4	1
Parkinson disease	PSMD14	1
Parkinson disease	PSMD8	1
Parkinson disease	ADRM1	1
Parkinson disease	SEM1	1
Parkinson disease	UCHL1	1
Parkinson disease	CALML3	1
Parkinson disease	CALM2	1
Parkinson disease	CALM3	1
Parkinson disease	CALM1	1
Parkinson disease	CALML6	1
Parkinson disease	CALML5	1
Parkinson disease	CALML4	1
Parkinson disease	CAMK2A	1
Parkinson disease	CAMK2D	1
Parkinson disease	CAMK2B	1
Parkinson disease	CAMK2G	1
Parkinson disease	MAPT	1
Parkinson disease	RYR3	1
Parkinson disease	ITPR1	1
Parkinson disease	ITPR2	1
Parkinson disease	ITPR3	1
Parkinson disease	PLCG1	1
Parkinson disease	HSPA5	1
Parkinson disease	ATF6	1
Parkinson disease	DDIT3	1
Parkinson disease	ERN1	1
Parkinson disease	XBP1	1
Parkinson disease	EIF2AK3	1
Parkinson disease	EIF2S1	1
Parkinson disease	ATF4	1
Parkinson disease	TH	1
Parkinson disease	MAOB	1
Parkinson disease	MAOA	1
Parkinson disease	SLC6A3	1
Parkinson disease	SLC18A1	1
Parkinson disease	SLC18A2	1
Parkinson disease	ND1	1
Parkinson disease	ND2	1
Parkinson disease	ND3	1
Parkinson disease	ND4	1
Parkinson disease	ND4L	1
Parkinson disease	ND5	1
Parkinson disease	ND6	1
Parkinson disease	NDUFV1	1
Parkinson disease	NDUFV2	1
Parkinson disease	NDUFV3	1
Parkinson disease	NDUFA1	1
Parkinson disease	NDUFA2	1
Parkinson disease	NDUFA3	1
Parkinson disease	NDUFA4	1
Parkinson disease	NDUFA4L2	1
Parkinson disease	NDUFA5	1
Parkinson disease	NDUFA6	1
Parkinson disease	NDUFA7	1
Parkinson disease	NDUFA8	1
Parkinson disease	NDUFA9	1
Parkinson disease	NDUFA10	1
Parkinson disease	NDUFAB1	1
Parkinson disease	NDUFA11	1
Parkinson disease	NDUFA12	1
Parkinson disease	NDUFA13	1
Parkinson disease	NDUFB1	1
Parkinson disease	NDUFB2	1
Parkinson disease	NDUFB3	1
Parkinson disease	NDUFB4	1
Parkinson disease	NDUFB5	1
Parkinson disease	NDUFB6	1
Parkinson disease	NDUFB7	1
Parkinson disease	NDUFB8	1
Parkinson disease	NDUFB9	1
Parkinson disease	NDUFB10	1
Parkinson disease	NDUFB11	1
Parkinson disease	NDUFS1	1
Parkinson disease	NDUFS2	1
Parkinson disease	NDUFS3	1
Parkinson disease	NDUFS4	1
Parkinson disease	NDUFS5	1
Parkinson disease	NDUFS6	1
Parkinson disease	NDUFS7	1
Parkinson disease	NDUFS8	1
Parkinson disease	NDUFC1	1
Parkinson disease	NDUFC2	1
Parkinson disease	NDUFC2-KCTD14	1
Parkinson disease	SDHA	1
Parkinson disease	SDHB	1
Parkinson disease	SDHC	1
Parkinson disease	SDHD	1
Parkinson disease	UQCRFS1	1
Parkinson disease	CYTB	1
Parkinson disease	CYC1	1
Parkinson disease	UQCRC1	1
Parkinson disease	UQCRC2	1
Parkinson disease	UQCRH	1
Parkinson disease	UQCRHL	1
Parkinson disease	UQCRB	1
Parkinson disease	UQCRQ	1
Parkinson disease	UQCR10	1
Parkinson disease	UQCR11	1
Parkinson disease	COX3	1
Parkinson disease	COX1	1
Parkinson disease	COX2	1
Parkinson disease	COX4I2	1
Parkinson disease	COX4I1	1
Parkinson disease	COX5A	1
Parkinson disease	COX5B	1
Parkinson disease	COX6A1	1
Parkinson disease	COX6A2	1
Parkinson disease	COX6B1	1
Parkinson disease	COX6B2	1
Parkinson disease	COX6C	1
Parkinson disease	COX7A1	1
Parkinson disease	COX7A2	1
Parkinson disease	COX7A2L	1
Parkinson disease	COX7B	1
Parkinson disease	COX7B2	1
Parkinson disease	COX7C	1
Parkinson disease	COX8C	1
Parkinson disease	COX8A	1
Parkinson disease	ATP5F1A	1
Parkinson disease	ATP5F1B	1
Parkinson disease	ATP5F1C	1
Parkinson disease	ATP5F1D	1
Parkinson disease	ATP5F1E	1
Parkinson disease	ATP6	1
Parkinson disease	ATP5PB	1
Parkinson disease	ATP5MC1	1
Parkinson disease	ATP5MC2	1
Parkinson disease	ATP5MC3	1
Parkinson disease	ATP5PD	1
Parkinson disease	ATP5PO	1
Parkinson disease	ATP5PF	1
Parkinson disease	ATP8	1
Parkinson disease	PINK1	1
Parkinson disease	MCU	1
Parkinson disease	LRRK2	1
Parkinson disease	HTRA2	1
Parkinson disease	TRAP1	1
Parkinson disease	VDAC1	1
Parkinson disease	VDAC2	1
Parkinson disease	VDAC3	1
Parkinson disease	SLC25A4	1
Parkinson disease	SLC25A5	1
Parkinson disease	SLC25A6	1
Parkinson disease	SLC25A31	1
Parkinson disease	PPIF	1
Parkinson disease	CYCS	1
Parkinson disease	APAF1	1
Parkinson disease	CASP9	1
Parkinson disease	CASP3	1
Parkinson disease	PARK7	1
Parkinson disease	BCL2L1	1
Parkinson disease	BAX	1
Parkinson disease	MFN1	1
Parkinson disease	MFN2	1
Parkinson disease	KIF5A	1
Parkinson disease	KIF5B	1
Parkinson disease	KIF5C	1
Parkinson disease	KLC3	1
Parkinson disease	KLC1	1
Parkinson disease	KLC2	1
Parkinson disease	KLC4	1
Parkinson disease	TUBA1B	1
Parkinson disease	TUBA4A	1
Parkinson disease	TUBA3C	1
Parkinson disease	TUBA1A	1
Parkinson disease	TUBA1C	1
Parkinson disease	TUBA8	1
Parkinson disease	TUBA3E	1
Parkinson disease	TUBA3D	1
Parkinson disease	TUBAL3	1
Parkinson disease	TUBB6	1
Parkinson disease	TUBB	1
Parkinson disease	TUBB1	1
Parkinson disease	TUBB2A	1
Parkinson disease	TUBB3	1
Parkinson disease	TUBB4A	1
Parkinson disease	TUBB8	1
Parkinson disease	TUBB2B	1
Parkinson disease	TUBB4B	1
Parkinson disease	DAXX	1
Parkinson disease	MAP3K5	1
Parkinson disease	MAPK8	1
Parkinson disease	MAPK10	1
Parkinson disease	MAPK9	1
Parkinson disease	TP53	1
Parkinson disease	DUSP1	1
Parkinson disease	NFE2L2	1
Parkinson disease	TXN	1
Parkinson disease	TXN2	1
Amyotrophic lateral sclerosis	TP53	1
Amyotrophic lateral sclerosis	CASP1	1
Amyotrophic lateral sclerosis	BID	1
Amyotrophic lateral sclerosis	BCL2	1
Amyotrophic lateral sclerosis	BCL2L1	1
Amyotrophic lateral sclerosis	BAX	1
Amyotrophic lateral sclerosis	BAD	1
Amyotrophic lateral sclerosis	APAF1	1
Amyotrophic lateral sclerosis	CYCS	1
Amyotrophic lateral sclerosis	CASP9	1
Amyotrophic lateral sclerosis	CASP3	1
Amyotrophic lateral sclerosis	SOD1	1
Amyotrophic lateral sclerosis	ND1	1
Amyotrophic lateral sclerosis	ND2	1
Amyotrophic lateral sclerosis	ND3	1
Amyotrophic lateral sclerosis	ND4	1
Amyotrophic lateral sclerosis	ND4L	1
Amyotrophic lateral sclerosis	ND5	1
Amyotrophic lateral sclerosis	ND6	1
Amyotrophic lateral sclerosis	NDUFV1	1
Amyotrophic lateral sclerosis	NDUFV2	1
Amyotrophic lateral sclerosis	NDUFV3	1
Amyotrophic lateral sclerosis	NDUFA1	1
Amyotrophic lateral sclerosis	NDUFA2	1
Amyotrophic lateral sclerosis	NDUFA3	1
Amyotrophic lateral sclerosis	NDUFA4	1
Amyotrophic lateral sclerosis	NDUFA4L2	1
Amyotrophic lateral sclerosis	NDUFA5	1
Amyotrophic lateral sclerosis	NDUFA6	1
Amyotrophic lateral sclerosis	NDUFA7	1
Amyotrophic lateral sclerosis	NDUFA8	1
Amyotrophic lateral sclerosis	NDUFA9	1
Amyotrophic lateral sclerosis	NDUFA10	1
Amyotrophic lateral sclerosis	NDUFAB1	1
Amyotrophic lateral sclerosis	NDUFA11	1
Amyotrophic lateral sclerosis	NDUFA12	1
Amyotrophic lateral sclerosis	NDUFA13	1
Amyotrophic lateral sclerosis	NDUFB1	1
Amyotrophic lateral sclerosis	NDUFB2	1
Amyotrophic lateral sclerosis	NDUFB3	1
Amyotrophic lateral sclerosis	NDUFB4	1
Amyotrophic lateral sclerosis	NDUFB5	1
Amyotrophic lateral sclerosis	NDUFB6	1
Amyotrophic lateral sclerosis	NDUFB7	1
Amyotrophic lateral sclerosis	NDUFB8	1
Amyotrophic lateral sclerosis	NDUFB9	1
Amyotrophic lateral sclerosis	NDUFB10	1
Amyotrophic lateral sclerosis	NDUFB11	1
Amyotrophic lateral sclerosis	NDUFS1	1
Amyotrophic lateral sclerosis	NDUFS2	1
Amyotrophic lateral sclerosis	NDUFS3	1
Amyotrophic lateral sclerosis	NDUFS4	1
Amyotrophic lateral sclerosis	NDUFS5	1
Amyotrophic lateral sclerosis	NDUFS6	1
Amyotrophic lateral sclerosis	NDUFS7	1
Amyotrophic lateral sclerosis	NDUFS8	1
Amyotrophic lateral sclerosis	NDUFC1	1
Amyotrophic lateral sclerosis	NDUFC2	1
Amyotrophic lateral sclerosis	NDUFC2-KCTD14	1
Amyotrophic lateral sclerosis	SDHA	1
Amyotrophic lateral sclerosis	SDHB	1
Amyotrophic lateral sclerosis	SDHC	1
Amyotrophic lateral sclerosis	SDHD	1
Amyotrophic lateral sclerosis	UQCRFS1	1
Amyotrophic lateral sclerosis	CYTB	1
Amyotrophic lateral sclerosis	CYC1	1
Amyotrophic lateral sclerosis	UQCRC1	1
Amyotrophic lateral sclerosis	UQCRC2	1
Amyotrophic lateral sclerosis	UQCRH	1
Amyotrophic lateral sclerosis	UQCRHL	1
Amyotrophic lateral sclerosis	UQCRB	1
Amyotrophic lateral sclerosis	UQCRQ	1
Amyotrophic lateral sclerosis	UQCR10	1
Amyotrophic lateral sclerosis	UQCR11	1
Amyotrophic lateral sclerosis	COX3	1
Amyotrophic lateral sclerosis	COX1	1
Amyotrophic lateral sclerosis	COX2	1
Amyotrophic lateral sclerosis	COX4I2	1
Amyotrophic lateral sclerosis	COX4I1	1
Amyotrophic lateral sclerosis	COX5A	1
Amyotrophic lateral sclerosis	COX5B	1
Amyotrophic lateral sclerosis	COX6A1	1
Amyotrophic lateral sclerosis	COX6A2	1
Amyotrophic lateral sclerosis	COX6B1	1
Amyotrophic lateral sclerosis	COX6B2	1
Amyotrophic lateral sclerosis	COX6C	1
Amyotrophic lateral sclerosis	COX7A1	1
Amyotrophic lateral sclerosis	COX7A2	1
Amyotrophic lateral sclerosis	COX7A2L	1
Amyotrophic lateral sclerosis	COX7B	1
Amyotrophic lateral sclerosis	COX7B2	1
Amyotrophic lateral sclerosis	COX7C	1
Amyotrophic lateral sclerosis	COX8C	1
Amyotrophic lateral sclerosis	COX8A	1
Amyotrophic lateral sclerosis	ATP5F1A	1
Amyotrophic lateral sclerosis	ATP5F1B	1
Amyotrophic lateral sclerosis	ATP5F1C	1
Amyotrophic lateral sclerosis	ATP5F1D	1
Amyotrophic lateral sclerosis	ATP5F1E	1
Amyotrophic lateral sclerosis	ATP6	1
Amyotrophic lateral sclerosis	ATP5PB	1
Amyotrophic lateral sclerosis	ATP5MC1	1
Amyotrophic lateral sclerosis	ATP5MC2	1
Amyotrophic lateral sclerosis	ATP5MC3	1
Amyotrophic lateral sclerosis	ATP5PD	1
Amyotrophic lateral sclerosis	ATP5PO	1
Amyotrophic lateral sclerosis	ATP5PF	1
Amyotrophic lateral sclerosis	ATP8	1
Amyotrophic lateral sclerosis	VDAC1	1
Amyotrophic lateral sclerosis	TOMM40	1
Amyotrophic lateral sclerosis	TOMM40L	1
Amyotrophic lateral sclerosis	MCU	1
Amyotrophic lateral sclerosis	PINK1	1
Amyotrophic lateral sclerosis	PRKN	1
Amyotrophic lateral sclerosis	OPTN	1
Amyotrophic lateral sclerosis	SQSTM1	1
Amyotrophic lateral sclerosis	GABARAP	1
Amyotrophic lateral sclerosis	GABARAPL1	1
Amyotrophic lateral sclerosis	GABARAPL2	1
Amyotrophic lateral sclerosis	TBK1	1
Amyotrophic lateral sclerosis	TANK	1
Amyotrophic lateral sclerosis	WDR41	1
Amyotrophic lateral sclerosis	SMCR8	1
Amyotrophic lateral sclerosis	C9orf72	1
Amyotrophic lateral sclerosis	RAB8A	1
Amyotrophic lateral sclerosis	RAB39B	1
Amyotrophic lateral sclerosis	RAB1A	1
Amyotrophic lateral sclerosis	MTOR	1
Amyotrophic lateral sclerosis	ULK1	1
Amyotrophic lateral sclerosis	ULK2	1
Amyotrophic lateral sclerosis	ATG101	1
Amyotrophic lateral sclerosis	ATG13	1
Amyotrophic lateral sclerosis	RB1CC1	1
Amyotrophic lateral sclerosis	AMBRA1	1
Amyotrophic lateral sclerosis	BECN1	1
Amyotrophic lateral sclerosis	BECN2	1
Amyotrophic lateral sclerosis	PIK3R4	1
Amyotrophic lateral sclerosis	ATG14	1
Amyotrophic lateral sclerosis	NRBF2	1
Amyotrophic lateral sclerosis	PIK3C3	1
Amyotrophic lateral sclerosis	ATG2A	1
Amyotrophic lateral sclerosis	ATG2B	1
Amyotrophic lateral sclerosis	WIPI2	1
Amyotrophic lateral sclerosis	WIPI1	1
Amyotrophic lateral sclerosis	ALS2	1
Amyotrophic lateral sclerosis	RAB5A	1
Amyotrophic lateral sclerosis	RAC1	1
Amyotrophic lateral sclerosis	CHMP2B	1
Amyotrophic lateral sclerosis	FIG4	1
Amyotrophic lateral sclerosis	SPG11	1
Amyotrophic lateral sclerosis	PPP3CA	1
Amyotrophic lateral sclerosis	PPP3CB	1
Amyotrophic lateral sclerosis	PPP3CC	1
Amyotrophic lateral sclerosis	PPP3R1	1
Amyotrophic lateral sclerosis	PPP3R2	1
Amyotrophic lateral sclerosis	UBQLN1	1
Amyotrophic lateral sclerosis	UBQLN2	1
Amyotrophic lateral sclerosis	UBQLN3	1
Amyotrophic lateral sclerosis	UBQLN4	1
Amyotrophic lateral sclerosis	VCP	1
Amyotrophic lateral sclerosis	DERL1	1
Amyotrophic lateral sclerosis	PSMA6	1
Amyotrophic lateral sclerosis	PSMA2	1
Amyotrophic lateral sclerosis	PSMA4	1
Amyotrophic lateral sclerosis	PSMA7	1
Amyotrophic lateral sclerosis	PSMA8	1
Amyotrophic lateral sclerosis	PSMA5	1
Amyotrophic lateral sclerosis	PSMA1	1
Amyotrophic lateral sclerosis	PSMA3	1
Amyotrophic lateral sclerosis	PSMB6	1
