Pathway	Gene	Input
Olfactory transduction	OR6C75	1
Olfactory transduction	OR6C76	1
Olfactory transduction	OR6C70	1
Olfactory transduction	OR4N2	1
Olfactory transduction	OR4K2	1
Olfactory transduction	OR4K13	1
Olfactory transduction	OR4K17	1
Olfactory transduction	OR4N5	1
Olfactory transduction	OR11G2	1
Olfactory transduction	OR11H4	1
Olfactory transduction	OR5AU1	1
Olfactory transduction	OR4M2	1
Olfactory transduction	OR4F6	1
Olfactory transduction	OR4F15	1
Olfactory transduction	OR7G2	1
Olfactory transduction	OR7G3	1
Olfactory transduction	OR7A10	1
Olfactory transduction	OR10K2	1
Olfactory transduction	OR10K1	1
Olfactory transduction	OR6Y1	1
Olfactory transduction	OR6K3	1
Olfactory transduction	OR11L1	1
Olfactory transduction	OR2L8	1
Olfactory transduction	OR2AK2	1
Olfactory transduction	OR2L3	1
Olfactory transduction	OR2M2	1
Olfactory transduction	OR2T33	1
Olfactory transduction	OR2M7	1
Olfactory transduction	OR2G6	1
Olfactory transduction	OR2A25	1
Olfactory transduction	OR13J1	1
Olfactory transduction	OR13C2	1
Olfactory transduction	OR1L6	1
Olfactory transduction	OR5C1	1
Olfactory transduction	OR1K1	1
Olfactory transduction	OR2A5	1
Olfactory transduction	OR2A7	1
Olfactory transduction	OR51T1	1
Olfactory transduction	OR51A4	1
Olfactory transduction	OR51A2	1
Olfactory transduction	OR2T2	1
Olfactory transduction	OR2T5	1
Olfactory transduction	OR14I1	1
Olfactory transduction	OR5K2	1
Olfactory transduction	OR2A42	1
Olfactory transduction	OR1F1	1
Olfactory transduction	OR2S2	1
Olfactory transduction	OR13A1	1
Olfactory transduction	OR2H2	1
Olfactory transduction	OR2C3	1
Olfactory transduction	OR2B2	1
Olfactory transduction	OR4B1	1
Olfactory transduction	OR5M11	1
Olfactory transduction	OR2T6	1
Olfactory transduction	OR51E1	1
Olfactory transduction	OR8G1	1
Olfactory transduction	OR10G3	1
Olfactory transduction	OR10G2	1
Olfactory transduction	OR4F4	1
Olfactory transduction	OR4F3	1
Olfactory transduction	OR4E2	1
Olfactory transduction	OR1L3	1
Olfactory transduction	OR1L1	1
Olfactory transduction	OR1J2	1
Olfactory transduction	OR51B5	1
Olfactory transduction	OR10AG1	1
Olfactory transduction	OR5J2	1
Olfactory transduction	OR10J3	1
Olfactory transduction	OR6B2	1
Olfactory transduction	OR5H6	1
Olfactory transduction	OR5H2	1
Olfactory transduction	OR4K5	1
Olfactory transduction	OR51G1	1
Olfactory transduction	OR52N1	1
Olfactory transduction	OR4F5	1
Olfactory transduction	OR4K1	1
Olfactory transduction	OR5AC2	1
Olfactory transduction	OR11H1	1
Olfactory transduction	OR4F17	1
Olfactory transduction	OR4K15	1
Olfactory transduction	OR8J3	1
Olfactory transduction	OR51G2	1
Olfactory transduction	OR4P4	1
Olfactory transduction	OR4C15	1
Olfactory transduction	OR4A5	1
Olfactory transduction	OR4A16	1
Olfactory transduction	OR4A15	1
Olfactory transduction	OR2AE1	1
Olfactory transduction	OR4F16	1
Olfactory transduction	OR6N2	1
Olfactory transduction	OR6K2	1
Olfactory transduction	OR2G3	1
Olfactory transduction	OR2G2	1
Olfactory transduction	OR2W3	1
Olfactory transduction	OR2T8	1
Olfactory transduction	OR8U8	1
Olfactory transduction	OR2B3	1
Olfactory transduction	OR6C65	1
Olfactory transduction	OR6C68	1
Olfactory transduction	OR7E24	1
Olfactory transduction	OR4C45	1
Olfactory transduction	OR4A47	1
Olfactory transduction	OR2T27	1
Olfactory transduction	OR4F21	1
Olfactory transduction	OR5W2	1
Olfactory transduction	OR6P1	1
Olfactory transduction	OR8U9	1
Olfactory transduction	OR9G9	1
Olfactory transduction	OR5H1	1
Olfactory transduction	OR8B3	1
Olfactory transduction	OR8B2	1
Olfactory transduction	OR5B2	1
Olfactory transduction	OR11H12	1
Olfactory transduction	OR5K3	1
Olfactory transduction	OR5K4	1
Olfactory transduction	OR10W1	1
Olfactory transduction	OR4F29	1
Olfactory transduction	OR2AP1	1
Olfactory transduction	OR2V1	1
Olfactory transduction	OR2L5	1
Olfactory transduction	olfactory	1
Olfactory transduction	OR5H14	1
Olfactory transduction	OR4N4C	1
Olfactory transduction	OR4E1	1
Olfactory transduction	OR5H15	1
Olfactory transduction	OR1F12	1
Olfactory transduction	OR10G6	1
Olfactory transduction	OR12D1	1
Olfactory transduction	OR4K3	1
Olfactory transduction	OR4Q2	1
Olfactory transduction	OR10J4	1
Olfactory transduction	OR10AC1	1
Olfactory transduction	OR2T35	1
Olfactory transduction	OR2J1	1
Olfactory transduction	OR1D4	1
Olfactory transduction	OR52E1	1
Olfactory transduction	OR4C5	1
Olfactory transduction	OR51J1	1
Olfactory transduction	OR5AL1	1
Olfactory transduction	olfactory	1
Olfactory transduction	OR6J1	1
Olfactory transduction	OR2AJ1	1
Olfactory transduction	olfactory	1
Olfactory transduction	OR10D3	1
Olfactory transduction	OR14K1	1
Olfactory transduction	OR14A2	1
Olfactory transduction	OR52E5	1
Olfactory transduction	OR11H7	1
Olfactory transduction	OR11H2	1
Olfactory transduction	OR2T7	1
Olfactory transduction	GNAL	1
Olfactory transduction	GNB1	1
Olfactory transduction	GNG7	1
Olfactory transduction	GNG13	1
Olfactory transduction	ADCY3	1
Olfactory transduction	CNGA2	1
Olfactory transduction	CNGA4	1
Olfactory transduction	CNGB1	1
Olfactory transduction	ANO2	1
Olfactory transduction	GUCY2D	1
Olfactory transduction	CNGA3	1
Olfactory transduction	NCALD	1
Olfactory transduction	PRKG1	1
Olfactory transduction	PRKG2	1
Olfactory transduction	SLC8A1	1
Olfactory transduction	SLC8A2	1
Olfactory transduction	SLC8A3	1
Olfactory transduction	SLC24A4	1
Olfactory transduction	GRK2	1
Olfactory transduction	GRK3	1
Olfactory transduction	ARRB1	1
Olfactory transduction	ARRB2	1
Olfactory transduction	RGS2	1
Olfactory transduction	PRKACA	1
Olfactory transduction	PRKACB	1
Olfactory transduction	PRKACG	1
Olfactory transduction	CAMK2A	1
Olfactory transduction	CAMK2D	1
Olfactory transduction	CAMK2B	1
Olfactory transduction	CAMK2G	1
Olfactory transduction	CALML3	1
Olfactory transduction	CALM2	1
Olfactory transduction	CALM3	1
Olfactory transduction	CALM1	1
Olfactory transduction	CALML6	1
Olfactory transduction	CALML5	1
Olfactory transduction	CALML4	1
Olfactory transduction	PDE1A	1
Olfactory transduction	PDE1B	1
Olfactory transduction	PDE1C	1
Olfactory transduction	PDE2A	1
Taste transduction	SCNN1A	1
Taste transduction	SCNN1B	1
Taste transduction	SCNN1G	1
Taste transduction	ENTPD2	1
Taste transduction	TAS1R2	1
Taste transduction	TAS1R3	1
Taste transduction	GNAT3	1
Taste transduction	GNB3	1
Taste transduction	GNG13	1
Taste transduction	ADCY4	1
Taste transduction	ADCY6	1
Taste transduction	ADCY8	1
Taste transduction	PRKACA	1
Taste transduction	PRKACB	1
Taste transduction	PRKACG	1
Taste transduction	PLCB1	1
Taste transduction	PLCB2	1
Taste transduction	PLCB3	1
Taste transduction	PLCB4	1
Taste transduction	ITPR3	1
Taste transduction	TRPM5	1
Taste transduction	SCN2A	1
Taste transduction	SCN3A	1
Taste transduction	SCN9A	1
Taste transduction	CALHM1	1
Taste transduction	P2RX2	1
Taste transduction	P2RX3	1
Taste transduction	P2RY1	1
Taste transduction	P2RY4	1
Taste transduction	CHRM3	1
Taste transduction	TAS1R1	1
Taste transduction	GRM1	1
Taste transduction	GRM4	1
Taste transduction	TAS2R39	1
Taste transduction	TAS2R40	1
Taste transduction	TAS2R41	1
Taste transduction	TAS2R43	1
Taste transduction	TAS2R31	1
Taste transduction	TAS2R45	1
Taste transduction	TAS2R46	1
Taste transduction	TAS2R19	1
Taste transduction	TAS2R20	1
Taste transduction	TAS2R50	1
Taste transduction	TAS2R60	1
Taste transduction	TAS2R42	1
Taste transduction	TAS2R3	1
Taste transduction	TAS2R4	1
Taste transduction	TAS2R16	1
Taste transduction	TAS2R1	1
Taste transduction	TAS2R9	1
Taste transduction	TAS2R8	1
Taste transduction	TAS2R7	1
Taste transduction	TAS2R13	1
Taste transduction	TAS2R10	1
Taste transduction	TAS2R14	1
Taste transduction	TAS2R5	1
Taste transduction	TAS2R38	1
Taste transduction	TAS2R30	1
Taste transduction	PDE1A	1
Taste transduction	PDE1B	1
Taste transduction	PDE1C	1
Taste transduction	PKD2L1	1
Taste transduction	PKD1L3	1
Taste transduction	KCNK5	1
Taste transduction	HCN4	1
Taste transduction	CACNA1A	1
Taste transduction	CACNA1C	1
Taste transduction	GABRA1	1
Taste transduction	GABRA2	1
Taste transduction	GABRA3	1
Taste transduction	GABRA4	1
Taste transduction	GABRA5	1
Taste transduction	GABRA6	1
Taste transduction	GABBR1	1
Taste transduction	GABBR2	1
Taste transduction	HTR1A	1
Taste transduction	HTR1B	1
Taste transduction	HTR1D	1
Taste transduction	HTR1E	1
Taste transduction	HTR1F	1
Taste transduction	HTR3A	1
Taste transduction	HTR3E	1
Taste transduction	HTR3D	1
Taste transduction	HTR3C	1
Taste transduction	HTR3B	1
Taste transduction	ASIC2	1
Inflammatory mediator regulation of TRP channels	KNG1	1
Inflammatory mediator regulation of TRP channels	BDKRB1	1
Inflammatory mediator regulation of TRP channels	BDKRB2	1
Inflammatory mediator regulation of TRP channels	HTR2A	1
Inflammatory mediator regulation of TRP channels	HTR2B	1
Inflammatory mediator regulation of TRP channels	HTR2C	1
Inflammatory mediator regulation of TRP channels	HRH1	1
Inflammatory mediator regulation of TRP channels	P2RY2	1
Inflammatory mediator regulation of TRP channels	GNAQ	1
Inflammatory mediator regulation of TRP channels	PLA2G4E	1
Inflammatory mediator regulation of TRP channels	PLA2G4A	1
Inflammatory mediator regulation of TRP channels	JMJD7-PLA2G4B	1
Inflammatory mediator regulation of TRP channels	PLA2G4B	1
Inflammatory mediator regulation of TRP channels	PLA2G4C	1
Inflammatory mediator regulation of TRP channels	PLA2G4D	1
Inflammatory mediator regulation of TRP channels	PLA2G4F	1
Inflammatory mediator regulation of TRP channels	PLA2G6	1
Inflammatory mediator regulation of TRP channels	ALOX12	1
Inflammatory mediator regulation of TRP channels	PLCB1	1
Inflammatory mediator regulation of TRP channels	PLCB2	1
Inflammatory mediator regulation of TRP channels	PLCB3	1
Inflammatory mediator regulation of TRP channels	PLCB4	1
Inflammatory mediator regulation of TRP channels	ITPR1	1
Inflammatory mediator regulation of TRP channels	ITPR2	1
Inflammatory mediator regulation of TRP channels	ITPR3	1
Inflammatory mediator regulation of TRP channels	PRKCE	1
Inflammatory mediator regulation of TRP channels	PPP1CA	1
Inflammatory mediator regulation of TRP channels	PPP1CB	1
Inflammatory mediator regulation of TRP channels	PPP1CC	1
Inflammatory mediator regulation of TRP channels	TRPA1	1
Inflammatory mediator regulation of TRP channels	TRPV1	1
Inflammatory mediator regulation of TRP channels	ASIC1	1
Inflammatory mediator regulation of TRP channels	ASIC2	1
Inflammatory mediator regulation of TRP channels	ASIC3	1
Inflammatory mediator regulation of TRP channels	ASIC4	1
Inflammatory mediator regulation of TRP channels	ASIC5	1
Inflammatory mediator regulation of TRP channels	CALML3	1
Inflammatory mediator regulation of TRP channels	CALM2	1
Inflammatory mediator regulation of TRP channels	CALM3	1
Inflammatory mediator regulation of TRP channels	CALM1	1
Inflammatory mediator regulation of TRP channels	CALML6	1
Inflammatory mediator regulation of TRP channels	CALML5	1
Inflammatory mediator regulation of TRP channels	CALML4	1
Inflammatory mediator regulation of TRP channels	CAMK2A	1
Inflammatory mediator regulation of TRP channels	CAMK2D	1
Inflammatory mediator regulation of TRP channels	CAMK2B	1
Inflammatory mediator regulation of TRP channels	CAMK2G	1
Inflammatory mediator regulation of TRP channels	IL1B	1
Inflammatory mediator regulation of TRP channels	IL1R1	1
Inflammatory mediator regulation of TRP channels	IL1RAP	1
Inflammatory mediator regulation of TRP channels	MAP2K3	1
Inflammatory mediator regulation of TRP channels	MAP2K6	1
Inflammatory mediator regulation of TRP channels	MAPK11	1
Inflammatory mediator regulation of TRP channels	MAPK12	1
Inflammatory mediator regulation of TRP channels	MAPK13	1
Inflammatory mediator regulation of TRP channels	MAPK14	1
Inflammatory mediator regulation of TRP channels	MAPK8	1
Inflammatory mediator regulation of TRP channels	MAPK10	1
Inflammatory mediator regulation of TRP channels	MAPK9	1
Inflammatory mediator regulation of TRP channels	NGF	1
Inflammatory mediator regulation of TRP channels	NTRK1	1
Inflammatory mediator regulation of TRP channels	PLCG1	1
Inflammatory mediator regulation of TRP channels	PLCG2	1
Inflammatory mediator regulation of TRP channels	PIK3CA	1
Inflammatory mediator regulation of TRP channels	PIK3CD	1
Inflammatory mediator regulation of TRP channels	PIK3CB	1
Inflammatory mediator regulation of TRP channels	PIK3R1	1
Inflammatory mediator regulation of TRP channels	PIK3R2	1
Inflammatory mediator regulation of TRP channels	PIK3R3	1
Inflammatory mediator regulation of TRP channels	PRKCD	1
Inflammatory mediator regulation of TRP channels	SRC	1
Inflammatory mediator regulation of TRP channels	TRPM8	1
Inflammatory mediator regulation of TRP channels	PTGER2	1
Inflammatory mediator regulation of TRP channels	PTGER4	1
Inflammatory mediator regulation of TRP channels	GNAS	1
Inflammatory mediator regulation of TRP channels	ADCY1	1
Inflammatory mediator regulation of TRP channels	ADCY2	1
Inflammatory mediator regulation of TRP channels	ADCY3	1
Inflammatory mediator regulation of TRP channels	ADCY4	1
Inflammatory mediator regulation of TRP channels	ADCY5	1
Inflammatory mediator regulation of TRP channels	ADCY6	1
Inflammatory mediator regulation of TRP channels	ADCY7	1
Inflammatory mediator regulation of TRP channels	ADCY8	1
Inflammatory mediator regulation of TRP channels	ADCY9	1
Inflammatory mediator regulation of TRP channels	PRKACA	1
Inflammatory mediator regulation of TRP channels	PRKACB	1
Inflammatory mediator regulation of TRP channels	PRKACG	1
Inflammatory mediator regulation of TRP channels	TRPV4	1
Inflammatory mediator regulation of TRP channels	F2RL1	1
Inflammatory mediator regulation of TRP channels	CYP2J2	1
Inflammatory mediator regulation of TRP channels	PRKCA	1
Inflammatory mediator regulation of TRP channels	PRKCB	1
Inflammatory mediator regulation of TRP channels	PRKCG	1
Inflammatory mediator regulation of TRP channels	PRKCH	1
Inflammatory mediator regulation of TRP channels	PRKCQ	1
Inflammatory mediator regulation of TRP channels	IGF1	1
Inflammatory mediator regulation of TRP channels	TRPV2	1
Inflammatory mediator regulation of TRP channels	TRPV3	1
Axon guidance	NTNG1	1
Axon guidance	NTNG2	1
Axon guidance	LRRC4C	1
Axon guidance	LRRC4	1
Axon guidance	NTN1	1
Axon guidance	NTN3	1
Axon guidance	NTN4	1
Axon guidance	DCC	1
Axon guidance	PLCG1	1
Axon guidance	PLCG2	1
Axon guidance	TRPC1	1
Axon guidance	TRPC3	1
Axon guidance	TRPC4	1
Axon guidance	TRPC5	1
Axon guidance	TRPC6	1
Axon guidance	PPP3CA	1
Axon guidance	PPP3CB	1
Axon guidance	PPP3CC	1
Axon guidance	PPP3R1	1
Axon guidance	PPP3R2	1
Axon guidance	NFATC2	1
Axon guidance	NFATC3	1
Axon guidance	NFATC4	1
Axon guidance	PTK2	1
Axon guidance	FYN	1
Axon guidance	SRC	1
Axon guidance	RAC1	1
Axon guidance	RAC2	1
Axon guidance	RAC3	1
Axon guidance	CDC42	1
Axon guidance	ABLIM1	1
Axon guidance	ABLIM3	1
Axon guidance	ABLIM2	1
Axon guidance	NCK1	1
Axon guidance	PAK1	1
Axon guidance	PAK2	1
Axon guidance	PAK3	1
Axon guidance	PAK4	1
Axon guidance	PAK5	1
Axon guidance	PAK6	1
Axon guidance	BUB1B-PAK6	1
Axon guidance	RHOA	1
Axon guidance	ROCK1	1
Axon guidance	ROCK2	1
Axon guidance	UNC5A	1
Axon guidance	UNC5B	1
Axon guidance	UNC5C	1
Axon guidance	UNC5D	1
Axon guidance	PTPN11	1
Axon guidance	RGMA	1
Axon guidance	NEO1	1
Axon guidance	MYL5	1
Axon guidance	MYL9	1
Axon guidance	MYL12B	1
Axon guidance	MYL12A	1
Axon guidance	ARHGEF12	1
Axon guidance	LRIG2	1
Axon guidance	EFNA1	1
Axon guidance	EFNA2	1
Axon guidance	EFNA3	1
Axon guidance	EFNA4	1
Axon guidance	EFNA5	1
Axon guidance	EFNB1	1
Axon guidance	EFNB2	1
Axon guidance	EFNB3	1
Axon guidance	EPHA1	1
Axon guidance	EPHA2	1
Axon guidance	EPHA3	1
Axon guidance	EPHA4	1
Axon guidance	EPHA5	1
Axon guidance	EPHA6	1
Axon guidance	EPHA7	1
Axon guidance	EPHA8	1
Axon guidance	EPHB1	1
Axon guidance	EPHB2	1
Axon guidance	EPHB3	1
Axon guidance	EPHB4	1
Axon guidance	EPHB6	1
Axon guidance	ABL1	1
Axon guidance	ENAH	1
Axon guidance	RASA1	1
Axon guidance	NGEF	1
Axon guidance	HRAS	1
Axon guidance	KRAS	1
Axon guidance	NRAS	1
Axon guidance	MAPK1	1
Axon guidance	MAPK3	1
Axon guidance	NCK2	1
Axon guidance	RGS3	1
Axon guidance	CXCL12	1
Axon guidance	CXCR4	1
Axon guidance	GNAI1	1
Axon guidance	GNAI3	1
Axon guidance	GNAI2	1
Axon guidance	SLIT1	1
Axon guidance	SLIT2	1
Axon guidance	SLIT3	1
Axon guidance	ROBO1	1
Axon guidance	ROBO2	1
Axon guidance	ROBO3	1
Axon guidance	SRGAP2	1
Axon guidance	SRGAP1	1
Axon guidance	SRGAP3	1
Axon guidance	SEMA3A	1
Axon guidance	SEMA3B	1
Axon guidance	SEMA3C	1
Axon guidance	SEMA3D	1
Axon guidance	SEMA3E	1
Axon guidance	SEMA3F	1
Axon guidance	SEMA3G	1
Axon guidance	PLXNA2	1
Axon guidance	PLXNA3	1
Axon guidance	PLXNA1	1
Axon guidance	PLXNA4	1
Axon guidance	NRP1	1
Axon guidance	L1CAM	1
Axon guidance	LIMK1	1
Axon guidance	LIMK2	1
Axon guidance	CFL1	1
Axon guidance	CFL2	1
Axon guidance	RHOD	1
Axon guidance	RND1	1
Axon guidance	FES	1
Axon guidance	DPYSL5	1
Axon guidance	DPYSL2	1
Axon guidance	CDK5	1
Axon guidance	GSK3B	1
Axon guidance	SEMA4F	1
Axon guidance	SEMA4D	1
Axon guidance	SEMA4B	1
Axon guidance	SEMA4C	1
Axon guidance	SEMA4G	1
Axon guidance	SEMA4A	1
Axon guidance	SEMA5A	1
Axon guidance	SEMA5B	1
Axon guidance	SEMA6A	1
Axon guidance	SEMA6B	1
Axon guidance	SEMA6C	1
Axon guidance	SEMA6D	1
Axon guidance	PLXNB1	1
Axon guidance	PLXNB2	1
Axon guidance	PLXNB3	1
Axon guidance	MET	1
Axon guidance	RAF1	1
Axon guidance	RRAS	1
Axon guidance	SEMA7A	1
Axon guidance	PLXNC1	1
Axon guidance	ITGB1	1
Axon guidance	SHH	1
Axon guidance	PTCH1	1
Axon guidance	SMO	1
Axon guidance	PRKCA	1
Axon guidance	ILK	1
Axon guidance	BOC	1
Axon guidance	WNT5A	1
Axon guidance	WNT5B	1
Axon guidance	FZD3	1
Axon guidance	RYK	1
Axon guidance	CAMK2A	1
Axon guidance	CAMK2D	1
Axon guidance	CAMK2B	1
Axon guidance	CAMK2G	1
Axon guidance	WNT4	1
Axon guidance	PIK3CA	1
Axon guidance	PIK3CD	1
Axon guidance	PIK3CB	1
Axon guidance	PIK3R1	1
Axon guidance	PIK3R2	1
Axon guidance	PIK3R3	1
Axon guidance	PDK1	1
Axon guidance	PARD3	1
Axon guidance	PRKCZ	1
Axon guidance	PARD6A	1
Axon guidance	PARD6G	1
Axon guidance	PARD6B	1
Axon guidance	SSH1	1
Axon guidance	SSH3	1
Axon guidance	SSH2	1
Axon guidance	BMP7	1
Axon guidance	GDF7	1
Axon guidance	BMPR2	1
Axon guidance	BMPR1B	1
Osteoclast differentiation	CSF1	1
Osteoclast differentiation	CSF1R	1
Osteoclast differentiation	GRB2	1
Osteoclast differentiation	MAPK1	1
Osteoclast differentiation	MAPK3	1
Osteoclast differentiation	PIK3CA	1
Osteoclast differentiation	PIK3CD	1
Osteoclast differentiation	PIK3CB	1
Osteoclast differentiation	PIK3R1	1
Osteoclast differentiation	PIK3R2	1
Osteoclast differentiation	PIK3R3	1
Osteoclast differentiation	AKT1	1
Osteoclast differentiation	AKT2	1
Osteoclast differentiation	AKT3	1
Osteoclast differentiation	IFNG	1
Osteoclast differentiation	IFNGR1	1
Osteoclast differentiation	IFNGR2	1
Osteoclast differentiation	STAT1	1
Osteoclast differentiation	IL1A	1
Osteoclast differentiation	IL1B	1
Osteoclast differentiation	IL1R1	1
Osteoclast differentiation	TNF	1
Osteoclast differentiation	TNFRSF1A	1
Osteoclast differentiation	TGFB1	1
Osteoclast differentiation	TGFB2	1
Osteoclast differentiation	TGFBR1	1
Osteoclast differentiation	TGFBR2	1
Osteoclast differentiation	TNFSF11	1
Osteoclast differentiation	TNFRSF11A	1
Osteoclast differentiation	TNFRSF11B	1
Osteoclast differentiation	TRAF2	1
Osteoclast differentiation	TRAF6	1
Osteoclast differentiation	LCK	1
Osteoclast differentiation	FYN	1
Osteoclast differentiation	MAP3K14	1
Osteoclast differentiation	CHUK	1
Osteoclast differentiation	RELB	1
Osteoclast differentiation	NFKB2	1
Osteoclast differentiation	MAP3K7	1
Osteoclast differentiation	TAB1	1
Osteoclast differentiation	TAB2	1
Osteoclast differentiation	IKBKG	1
Osteoclast differentiation	IKBKB	1
Osteoclast differentiation	NFKBIA	1
Osteoclast differentiation	RELA	1
Osteoclast differentiation	NFKB1	1
Osteoclast differentiation	NFATC2	1
Osteoclast differentiation	NFATC1	1
Osteoclast differentiation	IFNB1	1
Osteoclast differentiation	MAP2K1	1
Osteoclast differentiation	MAP2K6	1
Osteoclast differentiation	MAPK11	1
Osteoclast differentiation	MAPK12	1
Osteoclast differentiation	MAPK13	1
Osteoclast differentiation	MAPK14	1
Osteoclast differentiation	MAP2K7	1
Osteoclast differentiation	MAPK8	1
Osteoclast differentiation	MAPK10	1
Osteoclast differentiation	MAPK9	1
Osteoclast differentiation	FOS	1
Osteoclast differentiation	FOSB	1
Osteoclast differentiation	FOSL2	1
Osteoclast differentiation	FOSL1	1
Osteoclast differentiation	JUN	1
Osteoclast differentiation	JUND	1
Osteoclast differentiation	JUNB	1
Osteoclast differentiation	RAC1	1
Osteoclast differentiation	NOX1	1
Osteoclast differentiation	CYBA	1
Osteoclast differentiation	NCF2	1
Osteoclast differentiation	NCF1	1
Osteoclast differentiation	NCF4	1
Osteoclast differentiation	BTK	1
Osteoclast differentiation	TEC	1
Osteoclast differentiation	OSCAR	1
Osteoclast differentiation	LILRB2	1
Osteoclast differentiation	LILRB1	1
Osteoclast differentiation	LILRB5	1
Osteoclast differentiation	LILRB4	1
Osteoclast differentiation	LILRA1	1
Osteoclast differentiation	LILRB3	1
Osteoclast differentiation	LILRA3	1
Osteoclast differentiation	LILRA2	1
Osteoclast differentiation	LILRA4	1
Osteoclast differentiation	LILRA6	1
Osteoclast differentiation	LILRA5	1
Osteoclast differentiation	leukocyte	1
Osteoclast differentiation	FCGR1A	1
Osteoclast differentiation	FCGR2A	1
Osteoclast differentiation	FCGR2B	1
Osteoclast differentiation	FCGR2C	1
Osteoclast differentiation	FCGR3A	1
Osteoclast differentiation	FCGR3B	1
Osteoclast differentiation	TREM2	1
Osteoclast differentiation	SIRPA	1
Osteoclast differentiation	SIRPG	1
Osteoclast differentiation	SIRPB1	1
Osteoclast differentiation	TYROBP	1
Osteoclast differentiation	SYK	1
Osteoclast differentiation	BLNK	1
Osteoclast differentiation	LCP2	1
Osteoclast differentiation	PLCG2	1
Osteoclast differentiation	PPP3CA	1
Osteoclast differentiation	PPP3CB	1
Osteoclast differentiation	PPP3CC	1
Osteoclast differentiation	PPP3R1	1
Osteoclast differentiation	PPP3R2	1
Osteoclast differentiation	CAMK4	1
Osteoclast differentiation	CREB1	1
Osteoclast differentiation	SPI1	1
Osteoclast differentiation	MITF	1
Osteoclast differentiation	CTSK	1
Osteoclast differentiation	ACP5	1
Osteoclast differentiation	CALCR	1
Osteoclast differentiation	ITGB3	1
Osteoclast differentiation	PPARG	1
Osteoclast differentiation	IFNAR1	1
Osteoclast differentiation	IFNAR2	1
Osteoclast differentiation	JAK1	1
Osteoclast differentiation	TYK2	1
Osteoclast differentiation	STAT2	1
Osteoclast differentiation	IRF9	1
Osteoclast differentiation	SOCS1	1
Osteoclast differentiation	SOCS3	1
Osteoclast differentiation	GAB2	1
Osteoclast differentiation	FHL2	1
Osteoclast differentiation	CYLD	1
Osteoclast differentiation	SQSTM1	1
Longevity regulating pathway	INS	1
Longevity regulating pathway	INSR	1
Longevity regulating pathway	IGF1	1
Longevity regulating pathway	IGF1R	1
Longevity regulating pathway	IRS1	1
Longevity regulating pathway	IRS2	1
Longevity regulating pathway	IRS4	1
Longevity regulating pathway	HRAS	1
Longevity regulating pathway	KRAS	1
Longevity regulating pathway	NRAS	1
Longevity regulating pathway	PIK3CA	1
Longevity regulating pathway	PIK3CD	1
Longevity regulating pathway	PIK3CB	1
Longevity regulating pathway	PIK3R1	1
Longevity regulating pathway	PIK3R2	1
Longevity regulating pathway	PIK3R3	1
Longevity regulating pathway	AKT1	1
Longevity regulating pathway	AKT2	1
Longevity regulating pathway	AKT3	1
Longevity regulating pathway	ADCY1	1
Longevity regulating pathway	ADCY2	1
Longevity regulating pathway	ADCY3	1
Longevity regulating pathway	ADCY4	1
Longevity regulating pathway	ADCY5	1
Longevity regulating pathway	ADCY6	1
Longevity regulating pathway	ADCY7	1
Longevity regulating pathway	ADCY8	1
Longevity regulating pathway	ADCY9	1
Longevity regulating pathway	PRKACA	1
Longevity regulating pathway	PRKACB	1
Longevity regulating pathway	PRKACG	1
Longevity regulating pathway	CREB1	1
Longevity regulating pathway	ATF2	1
Longevity regulating pathway	CREB3	1
Longevity regulating pathway	CREB3L1	1
Longevity regulating pathway	CREB3L2	1
Longevity regulating pathway	CREB3L3	1
Longevity regulating pathway	CREB3L4	1
Longevity regulating pathway	ATF4	1
Longevity regulating pathway	CREB5	1
Longevity regulating pathway	ATF6B	1
Longevity regulating pathway	EHMT2	1
Longevity regulating pathway	EHMT1	1
Longevity regulating pathway	FOXO1	1
Longevity regulating pathway	FOXO3	1
Longevity regulating pathway	SOD2	1
Longevity regulating pathway	CAT	1
Longevity regulating pathway	ATG5	1
Longevity regulating pathway	KL	1
Longevity regulating pathway	TSC1	1
Longevity regulating pathway	TSC2	1
Longevity regulating pathway	RHEB	1
Longevity regulating pathway	MTOR	1
Longevity regulating pathway	RPTOR	1
Longevity regulating pathway	AKT1S1	1
Longevity regulating pathway	ULK1	1
Longevity regulating pathway	ATG13	1
Longevity regulating pathway	RB1CC1	1
Longevity regulating pathway	ATG101	1
Longevity regulating pathway	RPS6KB1	1
Longevity regulating pathway	RPS6KB2	1
Longevity regulating pathway	EIF4EBP1	1
Longevity regulating pathway	EIF4E	1
Longevity regulating pathway	EIF4E2	1
Longevity regulating pathway	EIF4E1B	1
Longevity regulating pathway	ADIPOQ	1
Longevity regulating pathway	ADIPOR1	1
Longevity regulating pathway	ADIPOR2	1
Longevity regulating pathway	APPL1	1
Longevity regulating pathway	CAMKK2	1
Longevity regulating pathway	PRKAA1	1
Longevity regulating pathway	PRKAA2	1
Longevity regulating pathway	PRKAB1	1
Longevity regulating pathway	PRKAB2	1
Longevity regulating pathway	PRKAG1	1
Longevity regulating pathway	PRKAG3	1
Longevity regulating pathway	PRKAG2	1
Longevity regulating pathway	SIRT1	1
Longevity regulating pathway	BAX	1
Longevity regulating pathway	TP53	1
Longevity regulating pathway	NFKB1	1
Longevity regulating pathway	RELA	1
Longevity regulating pathway	PPARG	1
Longevity regulating pathway	PPARGC1A	1
Longevity regulating pathway	STK11	1
